Orthogroup	GCA_000008865.2	MG1655	Wolbachia	fragilis
OG0002211	BAB34848.1	AAC74131.1		
OG0002212	BAB34849.2	AAC74132.1		
OG0002213	BAB34850.2	AAC74133.1		
OG0002214	BAB34851.1	AAC74134.1		
OG0002215	BAB34852.2	AAC74135.2		
OG0002216	BAB34855.1	AAC74138.1		
OG0002217	BAB34857.1	AAC74140.1		
OG0002218	BAB34859.2	AAC74142.1		
OG0002219	BAB34860.1	AAC74143.1		
OG0002220	BAB34861.1	AAC74144.1		
OG0002221	BAB34862.1	AAC74145.1		
OG0002222	BAB34863.1	AAC74146.1		
OG0002223	BAB34864.1	AAC74147.1		
OG0002224	BAB34865.1	AAC74148.1		
OG0002225	BAB34866.2	AAC74149.2		
OG0002226	BAB34868.1	AAC74151.1		
OG0002227	BAB34869.1	AAC74152.1		
OG0002228	BAB34871.1	AAC74154.1		
OG0002229	BAB34872.1	AAC74155.1		
OG0002230	BAB34873.1	AAC74156.1		
OG0002231	BAB34874.1	AAC74157.1		
OG0002232	BAB34875.1	AAC74158.1		
OG0002233	BAB34876.1	AAC74159.1		
OG0002234	BAB34877.1	AAC74160.1		
OG0002235	BAB34878.1	AAC74161.1		
OG0002236	BAB34879.1	AAC74162.1		
OG0002237	BAB34880.1	AAC74163.1		
OG0002238	BAB34881.1	AAC74164.1		
OG0002239	BAB34883.1	AAC74166.1		
OG0002240	BAB34884.1	AAC74167.1		
OG0002241	BAB34888.1	AAC74171.2		
OG0002242	BAB34889.1	AAC74172.1		
OG0002243	BAB34897.1	AAC74180.1		
OG0002244	BAB34902.1	AAC74185.1		
OG0002245	BAB34903.1	AAC74186.1		
OG0002246	BAB34905.1	AAC74188.1		
OG0002247	BAB34906.1	AAC74189.1		
OG0002248	BAB34907.1	AAC74190.1		
OG0002249	BAB34908.1	AAC74191.1		
OG0002250	BAB34909.2	AAC74192.2		
OG0002251	BAB34911.1	AAC74194.1		
OG0002252	BAB34912.2	AAC74195.2		
OG0002253	BAB34913.1	AAC74196.1		
OG0002254	BAB34914.2	AAC74197.1		
OG0002255	BAB34916.1	AAC74199.1		
OG0002256	BAB34917.1	AAC74200.1		
OG0002257	BAB34920.1	AAC74203.1		
OG0002258	BAB34928.1, BAB35633.1			
OG0002259	BAB34929.1	AAC74438.1		
OG0002260	BAB34930.1	AAC74439.1		
OG0002261	BAB34990.1, BAB35244.1			
OG0002262	BAB34996.2	AAC74212.2		
OG0002263	BAB35004.1, BBE29409.1			
OG0002264	BAB35013.1		QQM00722.1	
OG0002265	BAB35015.2		QQM01160.1	
OG0002266	BAB35024.1	AAC74213.1		
OG0002267	BAB35025.1	AAC74214.1		
OG0002268	BAB35027.1	AAC74216.1		
OG0002269	BAB35029.1	AAC74218.1		
OG0002270	BAB35030.1	AAC74219.2		
OG0002271	BAB35034.1, BAB36410.1			
OG0002272	BAB35035.1, BAB36409.1			
OG0002273	BAB35036.1, BAB36408.1			
OG0002274	BAB35037.1	AAC73644.1		
OG0002275	BAB35038.1	AAC73645.1		
OG0002276	BAB35039.1	AAC73648.1		
OG0002277	BAB35040.1	AAC73649.1		
OG0002278	BAB35041.1	AAC73650.1		
OG0002279	BAB35042.1	AAC73651.1		
OG0002280	BAB35047.1	ABD18640.1		
OG0002281	BAB35050.1	AAC73660.1		
OG0002282	BAB35059.1, BAB35596.1			
OG0002283	BAB35060.1, BAB35595.1			
OG0002284	BAB35080.1	AYC08184.1		
OG0002285	BAB35086.1	AAC73666.1		
OG0002286	BAB35091.1	AAC74258.1		
OG0002287	BAB35092.1	AAC74259.1		
OG0002288	BAB35093.1	AAC74260.1		
OG0002289	BAB35094.1	AAC74261.1		
OG0002290	BAB35095.1	AAC74262.1		
OG0002291	BAB35097.2	AAC74263.3		
OG0002292	BAB35099.2	AAC74265.3		
OG0002293	BAB35100.2	AAC74266.2		
OG0002294	BAB35103.1	AAC74269.1		
OG0002295	BAB35104.1	AAC74270.1		
OG0002296	BAB35105.1	AAC74271.1		
OG0002297	BAB35106.1	AAC74272.1		
OG0002298	BAB35107.1	AAC74273.1		
OG0002299	BAB35110.2	AAC74277.2		
OG0002300	BAB35124.2	AAC74281.1		
OG0002301	BAB35126.2	AAC74282.4		
OG0002302	BAB35127.1	AAC74283.1		
OG0002303	BAB35128.2	AAC74284.2		
OG0002304	BAB35133.1	AAC74289.1		
OG0002305	BAB35137.1	AAC74293.1		
OG0002306	BAB35138.1	AAC74294.1		
OG0002307	BAB35141.1	AAC74297.1		
OG0002308	BAB35142.1	AAC74298.1		
OG0002309	BAB35144.1	AAC74300.1		
OG0002310	BAB35145.1	AAC74301.1		
OG0002311	BAB35146.1	AAC74302.2		
OG0002312	BAB35147.1	AAC74303.1		
OG0002313	BAB35149.1	AAC74305.1		
OG0002314	BAB35154.1	AAC74310.1		
OG0002315	BAB35155.1	AAC74311.1		
OG0002316	BAB35157.1	AAC74314.1		
OG0002317	BAB35158.1	AAC74315.1		
OG0002318	BAB35160.1	AAC74317.1		
OG0002319	BAB35161.1	AAC74318.1		
OG0002320	BAB35162.1	AAC74319.1		
OG0002321	BAB35163.1	AAC74320.1		
OG0002322	BAB35164.1	AAC74323.1		
OG0002323	BAB35166.2	AAC74325.1		
OG0002324	BAB35167.1	AAC74326.1		
OG0002325	BAB35168.1	AAC74327.1		
OG0002326	BAB35169.1	AAT48129.1		
OG0002327	BAB35170.1	AAC74329.1		
OG0002328	BAB35171.2	AAC74330.2		
OG0002329	BAB35174.2	AAC74333.2		
OG0002330	BAB35175.1	AAC74334.1		
OG0002331	BAB35176.1	AAC74335.1		
OG0002332	BAB35177.1	AAC74336.1		
OG0002333	BAB35178.1	AAC74337.1		
OG0002334	BAB35179.1	AAC74338.1		
OG0002335	BAB35189.1	AAC74642.1		
OG0002336	BAB35190.1	AYC08221.1		
OG0002337	BAB35197.1	AAC74634.1		
OG0002338	BAB35248.1, BAB36908.1			
OG0002339	BAB35254.2	AAC74341.2		
OG0002340	BAB35258.1	AAC74345.1		
OG0002341	BAB35260.1	AAC74347.1		
OG0002342	BAB35261.1	AAC74348.1		
OG0002343	BAB35263.1	AAC74350.1		
OG0002344	BAB35264.1	AAC74351.1		
OG0002345	BAB35266.1	AAC74353.1		
OG0002346	BAB35267.1	AAC74354.1		
OG0002347	BAB35268.1	AAC74355.1		
OG0002348	BAB35270.1	AAC74357.1		
OG0002349	BAB35271.2	ABD18656.2		
OG0002350	BAB35274.1	AAC74360.1		
OG0002351	BAB35275.1	AAC74361.1		
OG0002352	BAB35279.1	AAC74365.1		
OG0002353	BAB35280.1	AAC74366.1		
OG0002354	BAB35282.1	AAC74368.1		
OG0002355	BAB35283.2	AAC74369.2		
OG0002356	BAB35288.1			QRP89731.1
OG0002357	BAB35290.1	AAC74372.1		
OG0002358	BAB35291.1	AAC74373.1		
OG0002359	BAB35292.1	AAC74374.1		
OG0002360	BAB35293.1	AAC74375.1		
OG0002361	BAB35294.1	AAC74376.1		
OG0002362	BAB35295.1	AAC74377.1		
OG0002363	BAB35298.2	AAC74380.2		
OG0002364	BAB35301.1	AAC74383.1		
OG0002365	BAB35302.1	AAC74384.1		
OG0002366	BAB35303.2	AAC74385.2		
OG0002367	BAB35304.1	AAC74386.1		
OG0002368	BAB35305.1	AAC74387.1		
OG0002369	BAB35306.1	AAC74388.1		
OG0002370	BAB35307.1	AAC74389.1		
OG0002371	BAB35308.1	AAC74390.1		
OG0002372	BAB35316.1	AAC74396.2		
OG0002373	BAB35317.1	AAC74397.1		
OG0002374	BAB35319.1	AAC74399.1		
OG0002375	BAB35321.1	AAC74401.1		
OG0002376	BAB35322.1	AAC74402.1		
OG0002377	BAB35323.1	AAC74403.1		
OG0002378	BAB35324.1	AAC74404.1		
OG0002379	BAB35325.1	AAC74405.1		
OG0002380	BAB35328.2	AAC74408.2		
OG0002381	BAB35329.2	AYC08201.1		
OG0002382	BAB35334.2	AAC74411.2		
OG0002383	BAB35335.1	AAC74412.1		
OG0002384	BAB35336.1	AAC74414.1		
OG0002385	BAB35337.1	AAC74415.1		
OG0002386	BAB35344.1	AAC74419.1		
OG0002387	BAB35346.1	AAC74421.1		
OG0002388	BAB35347.1	AAC74422.1		
OG0002389	BAB35348.2	AAC74423.2		
OG0002390	BAB35349.1	AAC74424.1		
OG0002391	BAB35350.1	AAC74425.1		
OG0002392	BAB35353.2	AAC74428.2		
OG0002393	BAB35354.1	AAC74429.1		
OG0002394	BAB35356.1	AAC74431.1		
OG0002395	BAB35357.1	AAC74432.1		
OG0002396	BAB35358.1	AAC74433.1		
OG0002397	BAB35359.2	AAC74434.2		
OG0002398	BAB35360.1	AAC74435.2		
OG0002399	BAB35361.1	AAC74436.2		
OG0002400	BAB35363.2	AAC74437.2		
OG0002401	BAB35366.1	AAC74440.1		
OG0002402	BAB35367.1	AAC74441.1		
OG0002403	BAB35376.1			QRP90158.1
OG0002404	BAB35383.2, BAB36922.1			
OG0002405	BAB35420.2	AAC74458.2		
OG0002406	BAB35424.1	AAC74461.1		
OG0002407	BAB35426.1	AAC74463.1		
OG0002408	BAB35427.1	AAC74464.1		
OG0002409	BAB35428.2	AAC74465.2		
OG0002410	BAB35431.1	AAC74488.1		
OG0002411	BAB35433.2	AAC74490.2		
OG0002412	BAB35434.1	AAC74491.1		
OG0002413	BAB35435.1	AAC74492.1		
OG0002414	BAB35436.2	AAC74493.1		
OG0002415	BAB35437.1	AAC74494.1		
OG0002416	BAB35438.2	AAC74495.2		
OG0002417	BAB35443.1	AAC74496.1		
OG0002418	BAB35444.1	AAC74497.1		
OG0002419	BAB35446.2	AAC74500.2		
OG0002420	BAB35447.1	AAC74501.1		
OG0002421	BAB35448.1	AAC74502.1		
OG0002422	BAB35449.1	AAC74503.1		
OG0002423	BAB35450.2	AAC74504.2		
OG0002424	BAB35451.1	AAC74505.1		
OG0002425	BAB35452.2	AAC74506.3		
OG0002426	BAB35454.2	AAC74508.2		
OG0002427	BAB35456.1	AAC74510.1		
OG0002428	BAB35457.1	AAC74511.1		
OG0002429	BAB35458.1	AAC74512.1		
OG0002430	BAB35459.1	AAC74513.1		
OG0002431	BAB35461.2	AAC74515.2		
OG0002432	BAB35463.2	AAC74518.1		
OG0002433	BAB35465.1	AAC74520.2		
OG0002434	BAB35467.1	AAC74522.1		
OG0002435	BAB35468.1	AAC74523.1		
OG0002436	BAB35469.1	AAC74524.1		
OG0002437	BAB35470.1	AAC74525.1		
OG0002438	BAB35471.1	AAC74526.1		
OG0002439	BAB35472.2	AAC74527.2		
OG0002440	BAB35473.1	AAC74528.1		
OG0002441	BAB35474.1	AAC74529.1		
OG0002442	BAB35476.2	AAC74531.4		
OG0002443	BAB35477.2	AAC74532.2		
OG0002444	BAB35478.1	AAC74533.1		
OG0002445	BAB35479.1	AAC74534.1		
OG0002446	BAB35480.2	AAC74535.2		
OG0002447	BAB35481.1	AAC74536.1		
OG0002448	BAB35482.1	AAC74537.1		
OG0002449	BAB35487.1	AAC74543.1		
OG0002450	BAB35490.1	AAC74546.1		
OG0002451	BAB35491.1	AAC74547.1		
OG0002452	BAB35492.1	AAC74548.1		
OG0002453	BAB35496.1	AYC08209.1		
OG0002454	BAB35500.2	AAD13437.3		
OG0002455	BAB35503.1	AAD13440.1		
OG0002456	BAB35504.2	AAD13441.2		
OG0002457	BAB35505.2	AAC74551.2		
OG0002458	BAB35506.2	AAC74552.2		
OG0002459	BAB35507.1	AAC74553.1		
OG0002460	BAB35508.2	AAC74554.2		
OG0002461	BAB35509.1	AAC74555.1		
OG0002462	BAB35510.1	AAC74556.1		
OG0002463	BAB35511.1	AAC74557.1		
OG0002464	BAB35512.1	AAC74558.1		
OG0002465	BAB35513.2	AAC74559.1		
OG0002466	BAB35514.1	AAC74560.1		
OG0002467	BAB35518.1	AAC74563.3		
OG0002468	BAB35523.1	AAC74568.1		
OG0002469	BAB35524.2	AAC74569.1		
OG0002470	BAB35525.2	AAC74570.2		
OG0002471	BAB35526.2	AAC74571.2		
OG0002472	BAB35528.1	AAC74573.1		
OG0002473	BAB35529.1	AAC74574.1		
OG0002474	BAB35530.1	AAC74575.1		
OG0002475	BAB35531.1	AAC74576.1		
OG0002476	BAB35532.1	AAC74577.1		
OG0002477	BAB35541.1	AAC74584.1		
OG0002478	BAB35543.1	AAC74586.1		
OG0002479	BAB35544.1	AAC74587.1		
OG0002480	BAB35547.1	AAC74590.1		
OG0002481	BAB35549.1	AAC74592.1		
OG0002482	BAB35550.2	AAC74593.2		
OG0002483	BAB35551.1	AAT48131.1		
OG0002484	BAB35552.2	AAC74595.1		
OG0002485	BAB35553.1	AAC74596.1		
OG0002486	BAB35554.1	AAC74597.1		
OG0002487	BAB35556.1	AAC74599.1		
OG0002488	BAB35558.1	AAC74601.1		
OG0002489	BAB35559.1	AAC74602.1		
OG0002490	BAB35560.2	AAC74603.2		
OG0002491	BAB35561.2	AAC74604.2		
OG0002492	BAB35562.1	AAC74605.1		
OG0002493	BAB35564.1	AAC74607.1		
OG0002494	BAB35567.1	AAC74608.1		
OG0002495	BAB35568.1	AAC74609.1		
OG0002496	BAB35569.1	AAC74610.1		
OG0002497	BAB35572.1	AAC74613.1		
OG0002498	BAB35573.1	AAC74614.1		
OG0002499	BAB35574.1	AAC74615.1		
OG0002500	BAB35624.1, BAB36180.1			
OG0002501	BAB35625.1, BAB36183.1			
OG0002502	BAB35637.1, BAB36191.1			
OG0002503	BAB35706.2	AAC74646.1		
OG0002504	BAB35711.1	AAC74654.1		
OG0002505	BAB35712.1	AAC74655.1		
OG0002506	BAB35713.1	AAC74656.1		
OG0002507	BAB35714.1	AAC74657.2		
OG0002508	BAB35715.2	AAC74658.2		
OG0002509	BAB35720.2	AAC74663.2		
OG0002510	BAB35723.1	AAC74666.1		
OG0002511	BAB35725.1	AAC74668.1		
OG0002512	BAB35726.2	AAC74669.2		
OG0002513	BAB35727.2	AAC74670.1		
OG0002514	BAB35728.1	AAC74671.1		
OG0002515	BAB35729.1	AAC74672.1		
OG0002516	BAB35730.1	AAC74673.1		
OG0002517	BAB35731.1	AAC74674.1		
OG0002518	BAB35733.1	AAC74676.1		
OG0002519	BAB35734.1	AAC74677.1		
OG0002520	BAB35735.1	AAC74678.1		
OG0002521	BAB35736.1	AAC74679.1		
OG0002522	BAB35737.2	AAC74680.2		
OG0002523	BAB35738.2	AAC74681.1		
OG0002524	BAB35739.1	AAC74682.1		
OG0002525	BAB35742.1	AAC74685.1		
OG0002526	BAB35743.1	AAC74686.1		
OG0002527	BAB35749.1	AAC74690.1		
OG0002528	BAB35750.1	AAC74691.1		
OG0002529	BAB35751.1	AAC74692.1		
OG0002530	BAB35752.1	AAC74693.1		
OG0002531	BAB35754.1	AAC74695.1		
OG0002532	BAB35756.1	AAT48132.1		
OG0002533	BAB35757.1	AAC74697.1		
OG0002534	BAB35758.2	AAC74698.2		
OG0002535	BAB35763.1	AAC74703.1		
OG0002536	BAB35767.1	AAC74707.1		
OG0002537	BAB35771.2	AAC74711.2		
OG0002538	BAB35772.1	AAC74712.1		
OG0002539	BAB35773.1	AAT48133.1		
OG0002540	BAB35775.1	AAC74715.1		
OG0002541	BAB35777.1	AAC74717.1		
OG0002542	BAB35780.2	AAC74721.3		
OG0002543	BAB35781.2	AAC74720.2		
OG0002544	BAB35784.1	AAC74724.1		
OG0002545	BAB35785.1	AAC74725.1		
OG0002546	BAB35787.1	AAC74727.1		
OG0002547	BAB35789.1	AAC74729.1		
OG0002548	BAB35790.1	AAC74730.1		
OG0002549	BAB35791.1	AAC74731.1		
OG0002550	BAB35792.1	AAT48135.1		
OG0002551	BAB35793.1	AAC74733.1		
OG0002552	BAB35796.1	AAC74736.1		
OG0002553	BAB35797.1	AAC74737.1		
OG0002554	BAB35798.1	AAC74738.1		
OG0002555	BAB35799.2	AAC74739.1		
OG0002556	BAB35800.1	AAC74740.1		
OG0002557	BAB35801.2	AAC74741.4		
OG0002558	BAB35802.2	AAC74742.1		
OG0002559	BAB35803.1	AAC74743.1		
OG0002560	BAB35804.1	AAC74744.1		
OG0002561	BAB35805.1	AAC74745.1		
OG0002562	BAB35807.1	AAC74747.1		
OG0002563	BAB35808.1	AAC74748.1		
OG0002564	BAB35814.1	AAC74754.1		
OG0002565	BAB35815.2	AAC74755.2		
OG0002566	BAB35819.2	AAC74759.2		
OG0002567	BAB35820.1	AAC74760.1		
OG0002568	BAB35821.2	AAC74761.4		
OG0002569	BAB35822.1	AAC74762.1		
OG0002570	BAB35823.1	AAC74763.1		
OG0002571	BAB35830.1	AAC74770.1		
OG0002572	BAB35832.1	AAC74772.1		
OG0002573	BAB35834.1	AAC74774.1		
OG0002574	BAB35835.1	AAC74775.1		
OG0002575	BAB35836.1	AAC74776.1		
OG0002576	BAB35837.1	AAC74777.1		
OG0002577	BAB35838.1	AAC74778.1		
OG0002578	BAB35839.1	AAC74779.1		
OG0002579	BAB35842.1	AAC74782.1		
OG0002580	BAB35845.1	AAC74785.1		
OG0002581	BAB35851.1	AAC74792.1		
OG0002582	BAB35852.1	AAC74793.1		
OG0002583	BAB35853.1	AAC74794.1		
OG0002584	BAB35854.1	AAC74795.1		
OG0002585	BAB35855.1	AAC74796.1		
OG0002586	BAB35856.1	AAC74797.1		
OG0002587	BAB35857.2	AAC74798.4		
OG0002588	BAB35858.1	AAC74799.1		
OG0002589	BAB35859.1	AAC74800.2		
OG0002590	BAB35860.1	AAC74801.2		
OG0002591	BAB35862.1	AAC74803.1		
OG0002592	BAB35864.2	AAC74805.1		
OG0002593	BAB35865.1	AAC74806.1		
OG0002594	BAB35866.1	AAC74807.1		
OG0002595	BAB35867.1	AAC74808.1		
OG0002596	BAB35868.1	AAC74809.1		
OG0002597	BAB35870.1	AAC74811.1		
OG0002598	BAB35871.2	AAC74812.2		
OG0002599	BAB35872.1	AAC74813.1		
OG0002600	BAB35873.1	AAC74814.1		
OG0002601	BAB35874.1	AAC74815.1		
OG0002602	BAB35875.1	AAC74816.1		
OG0002603	BAB35876.1	AAC74817.1		
OG0002604	BAB35879.2	AAC74820.2		
OG0002605	BAB35880.2	AAC74821.2		
OG0002606	BAB35881.1	AAC74822.1		
OG0002607	BAB35883.2	AAC74824.2		
OG0002608	BAB35884.2	AAC74825.2		
OG0002609	BAB35885.1	AAC74826.1		
OG0002610	BAB35886.2	AAC74827.2		
OG0002611	BAB35889.1	AAC74830.1		
OG0002612	BAB35891.1	AAC74832.2		
OG0002613	BAB35893.1	AAC74834.1		
OG0002614	BAB35894.1	AAC74835.1		
OG0002615	BAB35898.2	AAC74838.2		
OG0002616	BAB35902.1	AAC74840.1		
OG0002617	BAB35903.1	AAC74841.1		
OG0002618	BAB35905.1	AAC74843.1		
OG0002619	BAB35908.1	AAC74846.1		
OG0002620	BAB35909.2	AAC74847.2		
OG0002621	BAB35912.2	AAC74850.2		
OG0002622	BAB35913.1	AAC74851.1		
OG0002623	BAB35914.1	AAC74852.1		
OG0002624	BAB35915.1	AAC74853.1		
OG0002625	BAB35916.1	AAC74854.1		
OG0002626	BAB35917.1	AAC74855.1		
OG0002627	BAB35918.2	AAC74856.2		
OG0002628	BAB35919.1	AAC74857.1		
OG0002629	BAB35921.1	AAC74859.1		
OG0002630	BAB35922.2	AAC74860.1		
OG0002631	BAB35923.1	AAC74861.1		
OG0002632	BAB35925.1	AAC74863.1		
OG0002633	BAB35928.1	AAC74866.1		
OG0002634	BAB35929.1	AAC74867.1		
OG0002635	BAB35930.1	AAC74868.1		
OG0002636	BAB35931.2	AAC74869.2		
OG0002637	BAB35932.1	AAC74870.1		
OG0002638	BAB35933.2	AAC74871.1		
OG0002639	BAB35934.1	AAC74872.1		
OG0002640	BAB35935.1	AAC74873.1		
OG0002641	BAB35937.2	AAC74875.1		
OG0002642	BAB35938.1	AAC74876.1		
OG0002643	BAB35940.1	AAC74878.1		
OG0002644	BAB35941.2	AAC74879.2		
OG0002645	BAB35942.2	AAC74880.2		
OG0002646	BAB35943.1	AAC74881.1		
OG0002647	BAB35944.1	AAC74882.1		
OG0002648	BAB35945.1	AAC74883.1		
OG0002649	BAB35947.2	AAC74885.2		
OG0002650	BAB35948.1	AAC74886.1		
OG0002651	BAB35953.1	AAC74890.1		
OG0002652	BAB35955.1	AAC74892.1		
OG0002653	BAB35958.1	AAC74895.1		
OG0002654	BAB35964.1	AAC74901.2		
OG0002655	BAB35966.1	AAC74903.1		
OG0002656	BAB35967.2	AAC74904.2		
OG0002657	BAB35969.2	AAC74906.2		
OG0002658	BAB35970.1	AAC74907.2		
OG0002659	BAB35972.1	AAC74909.1		
OG0002660	BAB35973.1	AAC74910.1		
OG0002661	BAB35974.1	AAC74911.1		
OG0002662	BAB35975.1	AAC74912.1		
OG0002663	BAB35976.1	AAC74913.1		
OG0002664	BAB35978.1	AAC74915.1		
OG0002665	BAB35979.1	AAC74916.1		
OG0002666	BAB35980.2	AAC74917.2		
OG0002667	BAB35981.1	AAC74918.1		
OG0002668	BAB35983.1	AAC74920.1		
OG0002669	BAB35984.1	AAC74921.1		
OG0002670	BAB35986.1	AAC74923.1		
OG0002671	BAB35987.1	AAC74924.1		
OG0002672	BAB35995.2	AAC74932.2		
OG0002673	BAB35998.2	AAC74935.1		
OG0002674	BAB36001.1	AAC74938.1		
OG0002675	BAB36002.2	AAC74939.2		
OG0002676	BAB36003.1	AAC74940.1		
OG0002677	BAB36004.1	AAC74941.1		
OG0002678	BAB36006.1	AAC74943.1		
OG0002679	BAB36008.2	AAC74945.2		
OG0002680	BAB36010.1	AAC74947.2		
OG0002681	BAB36011.2	AAC74948.1		
OG0002682	BAB36014.1	AAC74951.1		
OG0002683	BAB36015.1	AAC74952.1		
OG0002684	BAB36016.1	AAC74953.1		
OG0002685	BAB36017.1	AAC74954.1		
OG0002686	BAB36018.1	AAC74955.1		
OG0002687	BAB36019.1	AAC74956.1		
OG0002688	BAB36020.1	AAC74957.1		
OG0002689	BAB36023.1	AAC74960.1		
OG0002690	BAB36024.1	AAC74961.1		
OG0002691	BAB36025.2	AAC74962.2		
OG0002692	BAB36026.1	AAC74965.1		
OG0002693	BAB36027.1	AAC74966.1		
OG0002694	BAB36028.1	AAC74967.1		
OG0002695	BAB36031.1	AAC74970.1		
OG0002696	BAB36032.1	AAC74971.1		
OG0002697	BAB36033.1	AAC74972.1		
OG0002698	BAB36035.1	AAC74974.1		
OG0002699	BAB36037.1	AAC74976.1		
OG0002700	BAB36038.1	AAC74977.1		
OG0002701	BAB36039.1	AAC74978.1		
OG0002702	BAB36062.1		QQM00806.1	
OG0002703	BAB36067.1		QQM00809.1	
OG0002704	BAB36075.1	AAC74981.1		
OG0002705	BAB36076.1	AAC74982.1		
OG0002706	BAB36077.1	AAC74983.1		
OG0002707	BAB36078.1	AAC74984.1		
OG0002708	BAB36083.2	AAC74988.2		
OG0002709	BAB36084.1	AAC74989.1		
OG0002710	BAB36085.1	AAC74990.1		
OG0002711	BAB36086.1	AAC74991.1		
OG0002712	BAB36087.1	AAC74992.1		
OG0002713	BAB36088.1	AAC74993.1		
OG0002714	BAB36090.1	AAC74995.1		
OG0002715	BAB36091.1	AAC74996.1		
OG0002716	BAB36092.1	AAC74997.1		
OG0002717	BAB36093.1	AAT48139.1		
OG0002718	BAB36094.1	AAC74999.1		
OG0002719	BAB36095.1, BAB36097.1			
OG0002720	BAB36099.1	AAC75004.1		
OG0002721	BAB36100.1	AAC75005.1		
OG0002722	BAB36101.1	AAC75006.1		
OG0002723	BAB36102.2	AAC75007.2		
OG0002724	BAB36104.1	AAC75009.1		
OG0002725	BAB36105.1	AAC75010.1		
OG0002726	BAB36106.1	AAC75011.1		
OG0002727	BAB36107.1	AAC75012.1		
OG0002728	BAB36109.2	AAC75014.2		
OG0002729	BAB36111.1	AAC75016.1		
OG0002730	BAB36112.1	AAC75017.1		
OG0002731	BAB36113.1	AAC75018.1		
OG0002732	BAB36114.1	AAC75019.1		
OG0002733	BAB36115.2	AAC75020.2		
OG0002734	BAB36116.1	AAC75021.1		
OG0002735	BAB36117.1	AAC75022.2		
OG0002736	BAB36118.1	AAC75023.1		
OG0002737	BAB36119.1	AAC75024.1		
OG0002738	BAB36120.1	AAC75025.1		
OG0002739	BAB36121.1	AAC75026.1		
OG0002740	BAB36122.1	AAC75027.1		
OG0002741	BAB36123.1	AAC75028.1		
OG0002742	BAB36128.1	AAC75033.1		
OG0002743	BAB36129.1	AAC75034.1		
OG0002744	BAB36130.2	AAC75035.2		
OG0002745	BAB36131.1	AAC75036.1		
OG0002746	BAB36132.1	AAC75037.1		
OG0002747	BAB36133.1	AAC75038.1		
OG0002748	BAB36134.2	AAC75039.1		
OG0002749	BAB36135.2	AAC75040.2		
OG0002750	BAB36138.1, BAB37973.1			
OG0002751	BAB36181.2, BAB38381.1			
OG0002752	BAB36197.2	AAC75041.2		
OG0002753	BAB36203.1	AAC75047.1		
OG0002754	BAB36206.1	AAC75049.1		
OG0002755	BAB36207.1	AAC75050.1		
OG0002756	BAB36208.2	AAC75051.1		
OG0002757	BAB36227.1	AAC75064.1		
OG0002758	BAB36230.2	AYC08225.1		
OG0002759	BAB36231.1	AYC08226.1		
OG0002760	BAB36232.2	AAC75068.2		
OG0002761	BAB36233.1	AAC75069.1		
OG0002762	BAB36234.1	AAC75070.1		
OG0002763	BAB36235.2	AAC75071.2		
OG0002764	BAB36236.1	AAC75072.1		
OG0002765	BAB36237.1	AAC75073.1		
OG0002766	BAB36238.2	AAC75074.1		
OG0002767	BAB36240.1	AAC75076.2		
OG0002768	BAB36241.1	AAC75077.1		
OG0002769	BAB36251.2	AAC75088.2		
OG0002770	BAB36265.2			QRP88729.1
OG0002771	BAB36269.1	AAC75103.1		
OG0002772	BAB36270.1			QRP88737.1
OG0002773	BAB36271.1	AAC75104.1		
OG0002774	BAB36273.1	AAC75106.1		
OG0002775	BAB36282.1	AAC75115.1		
OG0002776	BAB36284.1	AAC75117.1		
OG0002777	BAB36286.1	AAC75119.1		
OG0002778	BAB36291.2	AAC75124.2		
OG0002779	BAB36293.1		QQM01384.1	
OG0002780	BAB36294.1	AAC75125.1		
OG0002781	BAB36300.1	AAC75129.1		
OG0002782	BAB36301.2	AAC75130.2		
OG0002783	BAB36302.2	AAC75131.1		
OG0002784	BAB36303.2	AAC75133.1		
OG0002785	BAB36304.1	AAC75134.1		
OG0002786	BAB36305.2	AAC75135.2		
OG0002787	BAB36308.1	AAC75138.1		
OG0002788	BAB36309.1	AAC75139.1		
OG0002789	BAB36310.1	AAC75140.1		
OG0002790	BAB36311.2	AAC75141.2		
OG0002791	BAB36312.1	AAC75142.1		
OG0002792	BAB36314.2	AAC75146.2		
OG0002793	BAB36317.1	AAC75152.1		
OG0002794	BAB36319.1	AAC75154.1		
OG0002795	BAB36321.1	AAC75156.1		
OG0002796	BAB36322.2	AAC75157.2		
OG0002797	BAB36324.1	AAC75159.1		
OG0002798	BAB36325.1	AAC75160.1		
OG0002799	BAB36326.1	AAC75161.1		
OG0002800	BAB36327.1	AAC75162.1		
OG0002801	BAB36330.1	AAC75165.1		
OG0002802	BAB36334.1	AAC75166.1		
OG0002803	BAB36335.1	AAC75167.1		
OG0002804	BAB36336.2	AAC75168.2		
OG0002805	BAB36337.1	AAC75169.1		
OG0002806	BAB36341.1	AAC75173.1		
OG0002807	BAB36348.1	AAC75179.1		
OG0002808	BAB36349.1	ABD18687.1		
OG0002809	BAB36350.2	AAC75180.2		
OG0002810	BAB36353.1	AAC75182.1		
OG0002811	BAB36357.2	AAC75184.2		
OG0002812	BAB36358.1	AAC75185.1		
OG0002813	BAB36438.1	AAC75189.1		
OG0002814	BAB36439.1	AAC75190.1		
OG0002815	BAB36440.1	AAC75191.1		
OG0002816	BAB36441.1	AAC75192.1		
OG0002817	BAB36443.1	AAC75194.1		
